,Name,URL,Price,Business,Category,Subcategory,Country,Location,Description,Dimensions,Age,ItemID,SellerID,SellersStockID,DateOfListing,Imagefiles,LastUpOn
577,Antique Victorian Admiral Captain's Chair | Smoker's Bow Chair,https://www.salvoweb.com/34579-antique-victorian-admiral-captains-chair-smokers-bow-chair,£ 350  ,Architectural Forum,Antique & Reclaimed,Furniture & Mirrors,UK,UK > Hertfordshire,"Beech and Elm Captains chairs available.The highly sought-after, original Victorian bow smokers chairs have wonderfully turned legs and rich patina to the timber.  Each wooden seat is crafted from elm whilst the rest of the frame and legs are comprised of beech, both timbers with characterful grain and markings.Height 80.5cmWidth 63 cmDepth 54 cmSeat Height 44 cm   ",,More than 50 years old,34579.0,10617.0,HOOK,2022-02-16,,2023-10-31
578,Reclaimed Teak / Iroko Worktop 255cm X 60.5cm,https://www.salvoweb.com/34545-reclaimed-teak-iroko-worktop-255cm-x-605cm,£ 350  ,Architectural Forum,Antique & Reclaimed,Timber,UK,UK > Hertfordshire,"Reclaimed Teak and Iroko piecesThis substantial reclaimed solid wood is ideal for kitchen worktops, tables or shelving or other upcycling projects. Each unique piece has wonderful markings and patina but with light sanding, they can be restored to near perfect condition.All of our worktops are held at our warehouse in Ware, Hertfordshire. A visit is strongly recommended for your selection. Please call 0207 704 0982 or email to book your appointment.Dimensions 255cm X 60.5cm X 2.8cm Dimensions are approximate",,More than 50 years old,34545.0,10617.0,FRX19,2022-02-10,,2023-10-17
579,Reclaimed Teak / Iroko Worktop 120cm X 119.5cm,https://www.salvoweb.com/34517-reclaimed-teak-iroko-worktop-120cm-x-1195cm,£ 350  ,Architectural Forum,Antique & Reclaimed,Timber,UK,UK > Hertfordshire,"Reclaimed Teak and Iroko pieces - reclaimed from a local school, these pieces are an excellent sustainable option.This substantial reclaimed solid wood is ideal for kitchen worktops, tables or shelving or other upcycling projects.Each unique piece has wonderful markings and patina but with light sanding, they can be restored to near perfect condition.Dimensions119.5cm X 120cm X 2.8cmDimensions are approximate",,More than 50 years old,34517.0,10617.0,QW28,2022-02-08,,2023-10-07
580,Reclaimed Teak / Iroko Worktop 120cm X 119cm,https://www.salvoweb.com/34466-reclaimed-teak-iroko-worktop-120cm-x-119cm,£ 350  ,Architectural Forum,Antique & Reclaimed,Timber,UK,UK > Hertfordshire,"Reclaimed Teak and Iroko pieces - reclaimed from a local school, these pieces are an excellent sustainable option.This substantial reclaimed solid wood is ideal for kitchen worktops, tables or shelving or other upcycling projects.Each unique piece has wonderful markings and patina but with light sanding, they can be restored to near perfect condition.Dimensions119cm X 120cm X 2.8cmDimensions are approximate",,More than 50 years old,34466.0,10617.0,QW11,2022-02-03,,2023-09-22
581,Reclaimed Teak / Iroko Worktop 194 X 65cm,https://www.salvoweb.com/34467-reclaimed-teak-iroko-worktop-194-x-65cm,£ 300  ,Architectural Forum,Antique & Reclaimed,Timber,UK,UK > Hertfordshire,"Reclaimed Teak and Iroko piecesThis substantial reclaimed solid wood is ideal for kitchen worktops, tables or shelving or other upcycling projects.Each unique piece has wonderful markings and patina but with a light sanding they can be restored to near perfect condition.If the below dimensions do not work for your project please get in touch with your requirements.Dimensions194 X 65cm X 2.8cmDimensions are approximate",,More than 50 years old,34467.0,10617.0,FR4,2022-02-03,,2023-10-08
582,Reclaimed Teak / Iroko Worktop 120cm X 119.5cm,https://www.salvoweb.com/34473-reclaimed-teak-iroko-worktop-120cm-x-1195cm,£ 350  ,Architectural Forum,Antique & Reclaimed,Timber,UK,UK > Hertfordshire,"Reclaimed Teak and Iroko pieces - reclaimed from a local school, these pieces are an excellent sustainable option.This substantial reclaimed solid wood is ideal for kitchen worktops, tables or shelving or other upcycling projects.Each unique piece has wonderful markings and patina but with light sanding, they can be restored to near perfect condition.Dimensions119.5cm X 120cm X 2.8cmDimensions are approximate",,More than 50 years old,34473.0,10617.0,QW23,2022-02-03,,2023-10-14
583,Reclaimed Teak / Iroko Worktop 120cm X 119.5cm,https://www.salvoweb.com/34475-reclaimed-teak-iroko-worktop-120cm-x-1195cm,£ 350  ,Architectural Forum,Antique & Reclaimed,Timber,UK,UK > Hertfordshire,"Reclaimed Teak and Iroko pieces - reclaimed from a local school, these pieces are an excellent sustainable option.This substantial reclaimed solid wood is ideal for kitchen worktops, tables or shelving or other upcycling projects.Each unique piece has wonderful markings and patina but with light sanding, they can be restored to near perfect condition.Dimensions119.5cm X 120cm X 2.8cmDimensions are approximate",,More than 50 years old,34475.0,10617.0,QW22,2022-02-03,,2023-11-02
584,Reclaimed Teak / Iroko Worktop 120cm X 119.5cm,https://www.salvoweb.com/34440-reclaimed-teak-iroko-worktop-120cm-x-1195cm,£ 350  ,Architectural Forum,Antique & Reclaimed,Timber,UK,UK > Hertfordshire,"Reclaimed Teak and Iroko pieces - reclaimed from a local school, these pieces are an excellent sustainable option.This substantial reclaimed solid wood is ideal for kitchen worktops, tables or shelving or other upcycling projects.Each unique piece has wonderful markings and patina but with light sanding, they can be restored to near perfect condition.Dimensions 119.5cm X 120cm X 2.8cm Dimensions are approximate",,More than 50 years old,34440.0,10617.0,QW26,2022-01-28,,2023-10-04
585,Reclaimed Teak / Iroko Worktop 120cm X 119.5cm,https://www.salvoweb.com/34417-reclaimed-teak-iroko-worktop-120cm-x-1195cm,£ 350  ,Architectural Forum,Antique & Reclaimed,Timber,UK,UK > Hertfordshire,"Reclaimed Teak and Iroko pieces - reclaimed from a local school, these pieces are an excellent sustainable option.This substantial reclaimed solid wood is ideal for kitchen worktops, tables or shelving or other upcycling projects.Each unique piece has wonderful markings and patina but with light sanding, they can be restored to near perfect condition.Dimensions119.5cm X 120cm X 2.8cmDimensions are approximate",,More than 50 years old,34417.0,10617.0,QW29,2022-01-26,,2023-09-01
586,Reclaimed Teak / Iroko Worktop 120cm X 119cm,https://www.salvoweb.com/34424-reclaimed-teak-iroko-worktop-120cm-x-119cm,£ 350  ,Architectural Forum,Antique & Reclaimed,Timber,UK,UK > Hertfordshire,"Reclaimed Teak and Iroko pieces - reclaimed from a local school, these pieces are an excellent sustainable option.This substantial reclaimed solid wood is ideal for kitchen worktops, tables or shelving or other upcycling projects.Each unique piece has wonderful markings and patina but with light sanding, they can be restored to near perfect condition.Dimensions119cm X 120cm X 2.8cmDimensions are approximate",,More than 50 years old,34424.0,10617.0,QW27,2022-01-26,,2023-10-11
587,Pair of Reclaimed Solid Brass Pull Handles,https://www.salvoweb.com/34426-pair-of-reclaimed-solid-brass-pull-handles,£ 160  ,Architectural Forum,Antique & Reclaimed,Doors & Handles,UK,UK > Hertfordshire,"A pair of reclaimed antique solid brass door handlesHeavy and substantial in weight, these pull door handles are of beautiful quality. Decorated with twisted rope detailing, they would make a very welcomed addition to a Georgian or Victorian style interior.Price is for the pairDimensionsBase Diameter: 8.5cmHeight: 8.5cmDimensions are approximate ",,More than 50 years old,34426.0,10617.0,2133T,2022-01-26,,2023-08-31
588,Reclaimed Teak / Iroko Worktop 120cm X 119cm,https://www.salvoweb.com/34381-reclaimed-teak-iroko-worktop-120cm-x-119cm,£ 350  ,Architectural Forum,Antique & Reclaimed,Timber,UK,UK > Hertfordshire,"Reclaimed Teak and Iroko pieces - reclaimed from a local school, these pieces are an excellent sustainable option.This substantial reclaimed solid wood is ideal for kitchen worktops, tables or shelving or other upcycling projects.Each unique piece has wonderful markings and patina but with light sanding, they can be restored to near perfect condition.Dimensions119cm X 120cm X 2.8cmDimensions are approximate",,More than 50 years old,34381.0,10617.0,QW13,2022-01-21,,2023-08-28
589,Console Table with Marble Top | Air Conditioning Unit Cover,https://www.salvoweb.com/34383-console-table-with-marble-top-air-conditioning-unit-cover,£ 1200  ,Architectural Forum,Antique & Reclaimed,Furniture & Mirrors,UK,UK > Hertfordshire,"A very versatile and substantial piece, this solid wood unit has Cararra marble top.The piece is decorated with opulent gold lambs tongue detailing and a central lion's head.The reclaimed piece has cupboard doors and an open back. The fretwork grills to the top and sides provide vents should you wish to use the unit as a radiator or air conditioning unit cover.It would also make an excellent sideboard or console table. Due to the back currently being open it would also provide a counter/bar/reception surface.Superb quality and very robust the wooden piece was reclaimed from a central London property in Holland Park.Dimensions Overall: 146cm W x 53cm D x 92cm H  Dimensions are Approximate",,Less than 50 years old,34383.0,10617.0,BRAZIL,2022-01-21,,2023-09-05
590,Fully Restored Cast Iron Radiator 4 Column (61.5cm T x 89cm L),https://www.salvoweb.com/34329-fully-restored-cast-iron-radiator-4-column-615cm-t-x-89cm-l,£ 640  ,Architectural Forum,Antique & Reclaimed,Architectural Metalwork,UK,UK > Hertfordshire,"An original antique cast iron radiator, fully restored and ready for installation.This freestanding four-column radiator has 17 sections in a matt black finish.As well as being restored to full working order, the radiator has been given two layers of primer as well four coats of oil-based paint in a sprayed finish in Anthracite and has been full pressured tested and ready for installation. It offers a superior quality product in both heat output and robustness to reproduction radiators currently on the market. Dimensions: 14cm wide 89cm Long 61.5cm Tall Dimensions are approximate.",,More than 50 years old,34329.0,10617.0,RIA5,2022-01-17,,2023-09-28
591,Reclaimed Teak / Iroko Worktop 240cm X 64.5cm,https://www.salvoweb.com/34331-reclaimed-teak-iroko-worktop-240cm-x-645cm,£ 400  ,Architectural Forum,Antique & Reclaimed,Timber,UK,UK > Hertfordshire,"Reclaimed Teak and Iroko pieces This substantial reclaimed solid wood is ideal for kitchen worktops, tables or shelving or other upcycling projects.Each unique piece has wonderful markings and patina but with a light sanding, they can be restored to near perfect condition.All of our worktops are held at our warehouse in Ware, Hertfordshire. A visit is strongly recommended for your selection.The main image shows both sides of the piece.  Dimensions 240cm X 64.5cm X 2.8cm Dimensions are approximate",,More than 50 years old,34331.0,10617.0,FR24,2022-01-17,,2023-09-17
592,Antique Victorian Tiled Cast Iron Fireplace Insert,https://www.salvoweb.com/34301-antique-victorian-tiled-cast-iron-fireplace-insert,£ 1200  ,Architectural Forum,Antique & Reclaimed,"Chimneypieces, Fireplaces & Grates",UK,UK > Hertfordshire,"An antique Victorian fireplace insert in cast iron with original floral tiles.This antique tiled fire insert has been fully restore in-house and is ready for installation. A delicate cast motif border surrounds the tiled insert that comes complete with an integral basket.The pretty tiles floral tiles are typical of the period and include designs of potted flowers with ornate detailed framing to each image,The insert is ready for solid fuel or can be converted to gas with a bespoke kit if required.Dimensions96.5cm Wide x 96.5cm TallDimensions are approximate",,More than 50 years old,34301.0,10617.0,IRENE,2022-01-14,,2023-10-15
593,Console Table with Marble Top | Air Conditioning Unit Cover,https://www.salvoweb.com/34306-console-table-with-marble-top-air-conditioning-unit-cover,£ 950  ,Architectural Forum,Antique & Reclaimed,Furniture & Mirrors,UK,UK > Hertfordshire,"A very versatile and substantial piece this solid wood unit has cararra marble top.Decorated with opulent gold lambs tongue detailing and central lion head.With a removable front panel, open back, and fretwork grills to the top and sides, this piece would make an excellent solution for concealing radiators or air conditioning units.The piece would also make an excellent sideboard or console table. Due to the back currently being open it would also provide a counter/bar/reception surface.Superb quality and very robust the wooden piece was reclaimed from a central London property in Holland Park.Dimensions Overall: 132cm W x 57cm D x 92cm H  The opening panel measures: 103.5cm x 53cm  Dimensions are Approximate",,Less than 50 years old,34306.0,10617.0,JENSON,2022-01-14,,2023-09-16
